,checking_status_A11,checking_status_A12,checking_status_A13,checking_status_A14,credit_history_A30,credit_history_A31,credit_history_A32,credit_history_A33,credit_history_A34,purpose_A40,purpose_A41,purpose_A410,purpose_A42,purpose_A43,purpose_A44,purpose_A45,purpose_A46,purpose_A48,purpose_A49,savings_status_A61,savings_status_A62,savings_status_A63,savings_status_A64,savings_status_A65,employment_A71,employment_A72,employment_A73,employment_A74,employment_A75,personal_status_A91,personal_status_A92,personal_status_A93,personal_status_A94,other_parties_A101,other_parties_A102,other_parties_A103,property_magnitude_A121,property_magnitude_A122,property_magnitude_A123,property_magnitude_A124,other_payment_plans_A141,other_payment_plans_A142,other_payment_plans_A143,housing_A151,housing_A152,housing_A153,job_A171,job_A172,job_A173,job_A174,own_telephone_A191,own_telephone_A192,foreign_worker_A201,foreign_worker_A202,duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,prediction,pd_bad
978,-0.0209843945083594,-0.012789029557679896,0.0001524763672387053,-0.07625291236282919,-0.0008398160318029113,-9.873948991298676e-05,-0.002219788407001033,0.0025375709123727575,0.022626421292843587,0.02818102243739304,0.002468969489873416,0.0,-0.0006467287767009111,0.010325861614546739,0.0,-0.0001159818540327251,-0.00041391175211174413,0.0,-0.0006483283515262883,0.01831611687563054,-0.0005269448545732302,0.0003105407562543405,0.00010883942012242187,0.0028401638566901964,0.0001786256706691347,-0.0036936898623025627,0.0017317883047689975,0.0050078301187477334,-0.010068014701619176,-0.0002831632342713419,-0.005553014785873529,-0.0008984526671429194,0.0005170216375699966,-2.486597244569566e-05,-0.0001013176329433918,0.0003256512210646179,0.010883788699120487,-0.00020939740315952803,0.002900357386934047,-0.0052018981588844325,-0.0037943916989752326,-0.00031449018431885635,-0.009500170382125361,-0.004109133575457236,-0.008161302391072241,-0.0007281670910015236,-3.532976028509438e-05,0.0010423730285765488,0.001334791688623227,-4.02985664550215e-05,0.003182282412890345,0.0030211014312317274,3.671422942716162e-05,3.2448489801026884e-05,0.005196259210006247,-0.005844971830883878,0.00045947427444843926,-0.005662999107908035,-0.008909807596210158,-0.0032583462208458512,-0.005095898686349755,0,0.27801495853580716
376,-0.025031265357738447,-0.009981915518692404,8.373842436412815e-05,-0.07314144894304263,-0.0008337762664450565,-0.0001145763520617038,-0.0006049186941072548,0.003012018326262478,0.02152115604467326,-0.007873133645698544,0.002557384434257983,0.0,-0.000667497144677327,-0.027042564549210512,0.0,-7.999272551387549e-05,-0.0005624428315786645,0.0,-0.0005841305547801312,0.016163487610210723,-0.000640941666024446,0.0003204850154907035,0.00011799216530562262,0.0026405403056378417,0.001200527627588599,-0.0035084720082522837,0.001472329591651942,0.0032147259211524216,0.006378198921574949,-0.00026492910430533814,-0.005556790831615217,0.0029807478852035274,-0.0005290409712961264,-2.1390357433119788e-05,-0.0001077747589442879,0.0003156343432783615,-0.010215178108110195,0.0009374441653017129,0.0005412710894597694,-0.005530517363549734,-0.002989837059067213,-0.0005194902637958875,-0.007824012358869368,-0.0029947299827836104,-0.005867044385158806,-0.0007084783905884251,-1.4511462359223514e-06,0.0008634944034020008,-6.418961081180896e-05,-0.00015500405694183429,0.0013472872646616452,0.0019985961625889103,8.441709855105728e-05,1.9361795857548713e-05,0.005081382849730289,-0.005578117018667399,-0.0008655757169344724,0.0019274426929860055,-0.0018593541705013194,-0.0035099327494390307,0.0015022558590499103,0,0.2217741715729517
430,-0.01868860462853263,-0.009755802396630315,6.451498345995788e-05,-0.06493531898534911,-0.0009497410603944445,-0.00015852855765842832,0.0029131689780479064,-0.000215783461862884,0.016911472625579335,-0.006069621583374101,0.0024542674694203017,0.0,-0.0006398661040475417,0.00828331970538784,0.0,-9.393152315169573e-05,-0.00048434697382617744,0.0,0.007660907857916755,0.01703348833540531,-0.0003878893974615494,0.0002028324585262453,0.00011859980601002463,0.0030526555852702585,9.285048945457674e-05,-0.003705200856365991,0.0005885118582409632,-0.018980787936434353,0.005208446094111423,-0.0003297869290690869,-0.006888335274670681,-0.0013481075387244345,0.0004512282843643334,6.422326769097708e-05,-0.00011452741106040775,0.00034354413888650016,-0.01483836528554093,0.0001718742886259861,-0.0012862595771184716,-0.005576358812613762,-0.0023629876910854363,-0.00022760340500099118,-0.007810874765036715,-0.002958496030751121,-0.005020983641343264,-0.00047234656874934445,5.840876838192344e-08,-0.003940829742905407,0.001999147316273593,-0.00014794327966228594,0.001948390363886574,0.0011607284860247092,4.6394945748033934e-05,4.947747453115881e-05,-0.026099165493997135,-0.005519886843321728,-0.003795868245906604,-0.0034468318648578134,-0.008315089572442957,0.002675955013692146,0.0014226075285660045,0,0.20067475984088984
60,-0.01973413560892368,0.023310749550582842,0.00015551255710306578,0.04738275220111973,-0.0005915759382332908,-9.145258271018974e-05,0.0017908564361641766,8.830373633827548e-05,0.015388326183110621,-0.009917889540802208,0.003678075665666256,0.0,1.73173578150454e-05,0.011649557399268816,0.0,-8.109122980386019e-05,-0.0004748102318990277,0.0,0.0027251696903840637,0.021894663012317322,-0.0003682140330056427,0.00043234459350060205,0.00012846806755987929,0.004535988204893328,0.00027909300970350157,-0.0024738408818848257,0.0008613202203196124,0.0034786967313721107,0.005353993249882478,-0.00024500589875970036,-0.007370234888535379,0.005673153416091736,-0.00455783676129613,0.0003578697264310904,-0.00015066760563058778,0.0006136277530458756,-0.02129655848728362,4.384157435197267e-05,-0.0010942336855987377,-0.0059127788923979095,0.009451810205573565,-6.059550491045229e-05,0.03457845357999759,-0.002580773969348229,-0.0065279538037157185,-0.0003981802396447165,4.725733306258917e-06,8.469122190035705e-05,-0.00020964769290912955,0.00014059752627872512,-0.004686171758021373,-0.007073188948788811,5.596821312792599e-05,3.1911996775306764e-05,-0.02902905562425076,-0.005605457901119735,-0.0005227114598119442,0.002362180141499266,0.0060535121609427735,0.0030410718020993954,0.001779723038798693,0,0.42769242549297076
71,-0.014446492710012535,-0.012607993962174078,5.954572425252991e-06,-0.06260190551427058,-0.0008628692729689646,-0.00010923432710114866,-0.003037933761802378,-0.0002418663197749993,-0.02773041991303671,-0.008646422478004751,0.002323419004605967,0.0,-0.0005391618852627289,-0.020574392076277946,0.0,-8.461153600364924e-05,-0.0002453102412982844,0.0,-0.0005957833908541943,-0.019657803288992,-0.0008252760630784906,0.00019268168340204285,0.00014142020081635563,-0.015584655499178552,0.00023894495054264554,-0.003446530629917106,-0.001816217362647876,0.003665356756264373,-0.006713652821695178,-0.0002585904065927025,-0.0057842772166623035,-0.002315150611975696,0.0005340225520194509,-9.346912243927363e-05,-0.00013479059329256414,0.00023699297598795966,0.006824337599482533,0.0014065891842528799,-0.0008570709623199946,-0.004775043475601706,-0.0024344298712094315,-0.0005399463898356771,-0.006236914442615671,0.018151686224118748,0.01601964636996854,-0.0010033088901036536,-7.754859980195761e-06,0.00024945716473666834,0.006984414501262109,0.0002197846755007049,-0.0035963568675379063,-0.006544020080914379,3.54829482967034e-05,1.792714378098026e-05,-0.01967262201086669,-0.0006662233050883515,0.0027508201631553674,0.005167965667214958,-0.008331092853240988,-0.0031488024374266388,0.0009650106907065492,0,0.1506856866195439
70,-0.019493432933431906,-0.01145359129201097,0.00018029668608505746,-0.06546775219522714,-0.00040495792229194193,-8.801986929029227e-05,0.004567408066577627,0.00011610065121203661,0.01735780379984135,-0.00969894505657976,-0.0434320729776482,0.0,0.0002004120291712752,0.011962845375552433,0.0,-8.378827944397926e-05,-0.0003838994495163206,0.0,-0.0003212038250421756,0.01975253858479391,-0.0005222271634920617,0.00041789984208662645,0.0001206458653541631,0.0037703443173313644,0.0002376842761441367,-0.002631106075205025,0.004823738337936447,0.0036236739927335295,0.0034209740129062995,-0.00015922518126899377,0.013679562248230468,0.0010372111859123833,0.0004186715840842226,0.0001662159435363719,-0.0001786621252540499,0.00040824693758622743,0.008127313374279766,-0.0017447081661612174,0.0015503675273612317,-0.005168765370053734,0.01884543813426717,-4.2633721604943276e-05,0.0416473864503314,-0.0027269088952198216,-0.007946433650413382,-0.0006359943689676584,-8.632225799374283e-06,0.0010218207591788087,0.0005464591013287645,0.0005267334781456157,0.001020733201985422,0.0019988284180180926,3.6869455470878165e-05,1.9361795857548713e-05,0.029753984228791525,0.02074109600814154,-0.0019989390842511056,0.005187664148679687,0.0019698110051103866,0.002741448821279846,0.00139413221403629,0,0.4001219861999942
554,-0.017749441997184475,0.03552138310318696,0.0001982291064632591,0.0572719687389872,-0.0006442175754636991,-0.00012797051575034858,0.00575341895537349,0.00016328956309735076,0.019683323939934782,-0.006695718024084272,0.003152322867535986,0.0,5.443444571938017e-05,0.00953275545665747,0.0,-0.00012539928313344716,0.01167907927854685,0.0,-0.00035385104678425705,0.021957250430264138,-0.0008188673506811028,0.00045358005569141825,0.00014892467563186075,0.005238565348013253,0.00027130512637086213,-0.00262086928163626,-0.0013079168549302268,-0.02354842372937128,0.007699209347128999,-0.00031292292427679056,0.016885254412973155,0.0028898758679315505,0.0004715411948563997,0.00029215093978564256,-0.00013751408230746164,0.0005453008129552473,0.01495137273117507,-0.0014666383483108803,-0.00034160445766246995,-0.00683935854513038,-0.0010076402146660258,-0.0001599876982800197,-0.005120727776175045,-0.0022427943567890907,-0.003600339432960027,-0.0006182616395381046,9.331354813184588e-06,0.0014180781630784623,0.0047887196046349344,0.004105262678758663,-0.0048935049782630816,-0.008252530833387936,6.731702065735589e-05,3.1911996775306764e-05,-0.020873333917525088,-0.003086885322663875,0.0026156382829321955,-0.008221971481852962,-0.014708705495886534,-0.00406687463148046,0.0014715155876911011,0,0.44070020299133167
188,0.06069890125561869,-0.007862585215807485,0.00017772057184629376,0.05753962534627135,-0.0006891026673110901,-0.00014196573931258172,0.0035797846290370216,-1.8458235026628244e-05,0.022599216078342577,-0.010580510634918027,0.0032390900688187684,0.0,0.0013266012952590244,-0.0249733252319038,0.0,-5.263187311356887e-05,-0.0005723889492219314,0.0,-0.0001501201077917358,-0.027992253087695644,0.002514451273054874,0.0007686518845002866,0.00013549166949815118,0.0032582529375940793,0.0002476808453502599,-0.003169254515923967,-0.0010278231181655429,-0.018020767068705937,0.007335339330325041,-8.866104282788e-05,-0.0086076047264487,0.008947991761901903,0.0005330370992214739,0.00034844165078538934,-0.00013333910057554022,0.00042154950453550556,0.007997093870308163,-0.005457997371231613,-0.000799685072106513,-0.005703714128576394,-0.0007664648192076129,-0.0003997718039317988,-0.00492584838260882,-0.002661843964306172,-0.0039236836992859025,-0.0002672178617649479,6.966966175241396e-06,0.001087744988490158,-0.0021225802636672597,0.0008822831968973333,0.0030557631800638774,0.0023450818920082383,8.712149399798364e-05,3.1911996775306764e-05,-0.011515177634764768,0.002411433030074477,0.002623848922880825,0.002527271774051769,0.010390110174857909,0.0028719187728620454,0.0013955158163571468,0,0.42008328005632944
683,-0.018641198839668506,-0.015037995913662599,0.00013957132443465526,-0.07357377326221468,-0.0007071568635001313,-8.708315144758671e-05,-0.0023879775565819727,-0.0003469713812955888,-0.03427154298708956,-0.006838503256158219,0.00238967839974066,0.0,0.00037739920195235756,-0.022321742958456525,0.0,-9.234386845491827e-05,-0.00036043302097823473,0.0,-0.0006549520138833031,0.015507094221120496,-0.0006731903651234461,0.00018940310219477395,6.828008749380387e-05,0.0036256743005378665,0.00043627686754916796,0.040598369382532834,-0.00038764052188525964,0.002464510971249183,0.005194692008890342,-0.00021739505777077284,-0.0038766873686472535,0.003937002144384678,-0.003713968183537872,-3.571319037291687e-05,-0.0001259195082820952,0.0002914752482320182,0.008353110248244776,0.0008995523448902532,7.5421775727591015e-06,0.047822505633230324,-0.0022728919917426537,-0.0006102136564732064,-0.007424704214754456,-0.0018336082791029185,0.021708611255871802,0.009783603529613175,-1.0115575278177858e-05,-0.0004680646011365752,0.0005242603443457483,0.0006585213346261298,-0.0036294370552332113,-0.004629747545686768,7.468258496373892e-05,1.263881626073271e-05,0.006075022895893198,0.005503350896588017,0.0006154825743760739,0.003851494798127533,-0.005333879337667895,-0.0020865049421627192,0.0012779275698267156,0,0.32105854612948
214,-0.01851127693795206,-0.01187042874887993,5.317887460478232e-05,-0.06550509580571998,-0.0007460745832213434,-8.413740375544876e-05,-0.004263248276511149,-0.00014059450510103488,-0.029066009903099255,-0.006530249417528467,0.0025552891323241058,0.0,-0.001106214477604226,-0.020517274947392253,0.0,-0.0001024881046032533,-0.0002263212829711847,0.0,-0.0006435082459938712,-0.026320384509745054,-0.0005009707174758659,0.00026579808407404924,9.627955994801596e-05,-0.018588287608763493,0.0001714582795102615,-0.004418553917857935,-0.0009500750341976527,0.0035237268640230467,-0.01141526247443835,-0.0002674177756125573,-0.005932235691734605,-0.0028120338894677844,0.00023653126030694693,-5.998264707159251e-05,-0.0001568992785178125,0.00021758492788649165,0.006605371399277828,0.00024643904051117714,-0.0012193015133561858,-0.005243832729156565,-0.0034807605143578257,-0.00047638141972129234,-0.005816294359974563,-0.003544494980797026,-0.006488814502554305,-0.0011251121235545725,-1.2079845182597637e-05,-0.00019856942948536015,-0.0037395110113175177,3.865784063236788e-05,-0.002695899736818319,-0.0032719599551819557,3.662609262391925e-05,1.554308539198246e-05,0.029221498065235208,-0.00586616849427628,0.0014371424181445036,0.005409296192556212,-0.010509892612362818,0.0027022783766642534,0.0013715145514743199,0,0.12110228285225406
814,0.05239012114810976,-0.008763735025750065,0.0002129380710903206,0.0694728635518959,-0.000731877218495356,-0.00011917364376131446,0.0012296764540587902,-2.77946353162406e-05,0.021582075585956772,0.020141875522267583,0.002948734852070629,0.0,0.0007082699543479975,0.010355470060353582,0.0,-5.159067484783009e-05,-0.0002820325062930351,0.0,-0.0004244558645586949,0.02459045048085045,0.0002631974818723393,0.0004889600182286812,9.998721223382745e-05,0.005243982377232896,0.0010001042135991155,-0.002950760990825074,0.0025761893263552336,-0.02068556772750071,0.004716608582439222,-0.00017185567710839678,-0.007665607959897898,-0.006011187193244041,0.0006129707902437076,0.0003105713088370976,-9.817386424401775e-05,0.0005018660030327737,0.010426403276378551,0.0013488713009428466,-0.00018508787605242105,0.03399409341311184,-0.0014758404379244894,-0.00023977118464244996,-0.005460439007492823,-0.0020614342556291377,0.01618432414094059,0.0014434907006398135,-8.29746131785214e-07,0.0014963290367632,0.0027347210741618254,0.00208995409146155,0.0034082703577860227,0.0024916662089344756,7.982060880749486e-05,5.575257528107613e-05,0.042390102301887965,-0.0017647141711586301,0.004646448588946441,-0.0036552494475199635,-0.006132809383980202,0.0020934684839266993,-0.013189818245136849,1,0.6135029853102015
947,-0.017657366587136493,-0.01222757618108517,0.0001835667151317466,-0.06614755541083468,-0.0009108098138676723,-0.00017349058500258253,0.0030778349118099867,-0.00014221290774003138,0.016854695414945126,0.021377636087117936,0.002773483067030611,0.0,-0.0003703262338422064,0.007476400945670321,0.0,-0.00012553184293210507,-0.000423887676151935,0.0,-0.000394027279180591,-0.027898010277604045,-0.0005625184587552212,0.00015348873494076544,8.789526895270682e-05,-0.025235076157687216,-0.001786817001811869,-0.00349905891041999,0.0002446139708172268,0.00427515732959364,0.00571127803419131,-0.00012680352876486722,-0.007517167247551697,-0.00245136608359644,0.0001587532871417352,-4.487877835344989e-05,-0.00010832439525984227,0.00026329728731070643,0.009526762488630993,-0.0004842947158431343,0.0001321468859714514,0.03614352517493899,-0.002586181202495936,-0.0002203185620237491,-0.006945890986025915,-0.003700938397614664,-0.0032039616617294086,-0.00043236778015852905,-2.552934573031962e-05,0.00018230253608635393,0.006990590826794687,0.002234969748205913,-0.006372926508784076,-0.005691893699663524,8.215974201448262e-05,2.3035838967189193e-05,-0.009181875655822297,-0.005903180615259771,0.002606762452605835,-0.009600218413033872,-0.005997446675173705,0.0029696155444435134,0.0009074161609896692,0,0.2476097259473122
80,-0.024217767054606158,-0.010996844482961024,0.00014740326290848315,-0.06452972918744308,-0.0006466642924351617,-7.388390833511948e-05,0.003174502215333632,-1.4026471180841327e-05,0.01778860581131994,-0.0066897349102691805,0.002687254188203951,0.0,-0.0002481807954609394,-0.020221420462369223,0.0,-0.00010553644911851733,-0.0003313251028157538,0.0,-0.0004904880099275033,-0.023989612947070783,-0.0006629531811267953,0.0002531636253752367,0.00014350550867675338,-0.028793120851769344,0.00018609737686347216,0.02791199484410754,-0.0018855484568484826,0.004275491592343314,0.006208990802033441,-0.0001549277595768217,0.011943676000855703,0.0005406244337586941,7.231867712107488e-05,-6.605941038287711e-05,-0.00019522297778166832,0.000270923307252815,0.008199693561837194,0.000347876751638978,-3.520753448356117e-05,-0.005756917034204889,-0.0024175590109734913,-0.00032430817795102483,-0.005933847645937931,-0.003255167047573195,-0.004998485795422312,-0.0006753543409649865,-1.0988352732965722e-05,7.0766424832982e-05,-0.0026587820119721075,0.0004144748503222218,-0.0038294015945757563,-0.005352489541219256,7.165993381931913e-05,1.2818448012694717e-05,0.004829116850087303,0.004835100899990721,-0.0039535797810140135,0.004739652425305394,-0.008809457390452736,-0.003226529884705087,0.0016002517065862776,0,0.2164970090274612
447,-0.018822823783521018,0.022468285671347985,7.569641282316297e-05,0.05014249825562729,-0.0009150601311557694,-0.00012461812264518812,0.0024616211307602496,0.00016878748283488676,0.01571819459206381,-0.00854360209994411,0.0030461615003878253,0.0,-0.0012663288519979686,-0.024997965596548967,0.0,-8.048736490309238e-05,-0.0005062800855375827,0.0,-0.0003408199408659129,0.015876885201109872,-0.0004742970413644798,0.00034673911286517976,0.00011832396074169083,0.004189478360094654,0.0002071355608495651,-0.00425951761957549,-0.0005572312126696489,0.0028698682895264937,0.005242393487014852,-0.00024756068698479795,-0.010063778949925108,-0.0019329618218466749,0.00022728020492650104,-0.007494659760741342,-0.00017843092529801652,-0.02137485323881265,-0.02120938011108592,-0.00033736326040525457,-0.0007574405398008821,-0.007062414281390375,-0.002080213539884426,-0.00024983043127576823,-0.005730427764865454,-0.0031911143398247075,-0.006740256055163627,-0.0002502925788212451,1.2298669898882509e-05,0.0011421854743184667,-0.002316991810366744,-0.0002728782515441708,0.00034359606333055125,0.0016473314673385176,8.055156387854368e-05,3.872359055094421e-05,-0.03437661454825502,-0.004828398397348792,-0.0017694459751601244,0.005423925960667475,-0.005383465518752928,0.0021256206519137777,0.0017202295180322835,0,0.28827817186684557
631,0.06496804390069882,-0.007978399284747867,0.0002331289827998262,0.056826113818960945,-0.0005262921995017678,0.010875155337853357,-0.0023989141007768923,0.0001253715020538948,0.028665558747352406,-0.009428155199038883,0.0042195097281728525,0.0,-0.0013845178760129783,0.013810900031785422,0.0,-5.3385697829071435e-05,-0.0005290043368586339,0.0,0.0001242193320649676,0.028022396076248696,0.00034249706353875806,0.0005779733493909589,0.0001250479938244098,0.0038303436530077307,0.00048594899220915977,-0.002433503385145741,-0.002891519407958185,0.0046887128486559956,0.006142479431882748,-0.0001642184362572152,-0.0061606058098595895,-0.003357327368357801,0.0007200391286096419,0.0004956325089369784,-0.00013212284800829367,0.0005557791437604464,0.010150424110315725,0.0019848518433718708,0.005166751932993065,-0.004738207384325506,0.014454700786154717,-0.00012710427632555365,0.028617012817921932,-0.002216600493557053,-0.006028155414242065,-0.00018147789356589783,-3.9785576518625024e-06,0.0011261267970621703,0.0015279358024645263,0.0008523664931635722,0.0029163896652971743,0.0025150757478195375,4.9044676998164505e-05,7.009909313637763e-05,0.007796731734929381,-0.005459232576895374,0.0003593487115813332,0.0037183094000101846,-0.006074353819931275,0.006290736538712736,0.0016870112677133875,1,0.6041728573496705
941,-0.018456900005821807,-0.0105469239370359,8.450196182820945e-05,-0.07153301891391947,-0.0008042483600002016,-0.00014514987444272265,0.0031745819862589995,-6.0364302771631626e-05,0.0185124845487735,0.025662905928684268,0.0026764997547616075,0.0,-0.0002705758947013237,0.008909449244511052,0.0,-7.458503241650761e-05,-0.00036532821846776644,0.0,-0.0003383763204328716,0.015153876087665594,-0.0005576633819873678,0.00021958771452773362,0.00011670370800857199,0.0025304198257799725,0.00010157906566746533,-0.003373098030024266,-0.0032055735168796673,0.004048639486663888,0.004342758500170021,-0.00018745934386970475,-0.00861172390927095,-0.003661330101767817,0.0007838917574554216,6.603849265957251e-05,-8.279968751594425e-05,0.0003662660268309992,-0.018870056047153413,-0.0006756645087625657,-0.0014635295240532286,-0.005200271407411492,-0.00322767533842125,-0.00026507681010116355,-0.009448639935908432,-0.0029057739634845347,-0.005724266299184819,-0.0004947382453246974,-9.931845124810933e-06,-0.00018861542285776524,0.0017284413054585457,1.3729155325563624e-05,0.0020253012701505215,0.0022540291042741955,-0.0013731968612410129,-0.0015989085000182967,-0.019825685848172726,-0.005270525562318653,0.0010937393560834607,0.003671784146563368,0.0023231372620102775,0.003398246767010278,-0.009335029172389113,0,0.24642805333651108
544,-0.016980100778873748,-0.010986480198534992,2.954531359137036e-05,-0.0749068635361391,-0.0007475478706328432,-0.0001026231434661895,-0.004383246068719018,-0.00019659365774714387,-0.03731022426123218,0.027142983614376136,0.0020345515637927745,0.0,-0.0004562836176410201,0.00883200395059248,0.0,-8.938812883570791e-05,-0.00039455647787690396,0.0,-0.000648531010519946,0.014220603680860222,-0.0006697374895156827,0.000289704821043415,8.777579691468418e-05,0.0020910409789030382,7.997347449418158e-05,-0.003199813230712607,0.0019251964551403945,0.0032385921110835627,-0.009362081570034207,-0.0003086558112408966,-0.006721672819858213,-0.0007100335890299903,0.0004321349766996718,-7.550770533271134e-06,-9.776193997822702e-05,0.0003157670692598913,-0.013704178796797351,-0.0007072320398765441,-0.0003317956658793264,-0.005042808178077393,-0.0033677416270802498,-0.0005577339004958048,-0.008763571126837632,-0.003757616365001013,-0.008159394448630336,-0.0007799953140420257,-2.2845699277240783e-05,-0.0009584491195710143,0.0019442590848348117,9.924068697728217e-05,0.0021734282867510047,0.002204102592449999,3.860820143017918e-05,4.947747453115881e-05,-0.008192370385468167,-0.003234738909777661,0.001487574494585715,-0.005150740685066922,-0.011278328364132903,-0.003737524571497488,0.0008748642299178755,0,0.174886783816579
829,-0.017006309071803116,0.028385378939556175,0.00014188958764862035,0.05396147780190404,-0.000977465840842342,-0.00011615069000981748,-0.0013864484517580422,-0.0012728820327720313,0.014258974140711872,-0.005237912111297192,0.003178090345027158,0.0,-0.00035504979070537956,0.008385273011685967,0.0,-9.90540737984702e-05,-0.00017179996575578116,0.0,0.009103599535519607,-0.03738472892217942,-0.00020452124630537582,0.00028338213873212224,8.049750558711822e-05,-0.04264671671035103,0.0008249517393414862,-0.0038106196970875317,-0.0024864943374632276,0.003879391619211674,0.0040331595048883175,-8.694890733750071e-05,-0.00968164343303215,-0.0051369468786106156,0.0003353902255912544,0.00010393358177680057,-0.00013269074319396167,0.00033735950433765537,0.010880762671376942,0.0003622986385198601,0.0009873571763546352,0.040164224935360836,-0.0018349828158534364,-0.00016348228757124162,-0.0029208987505626284,-0.0037619189039651245,0.02434088575802889,0.009346826191795117,-3.78867844119668e-08,0.00022816350718130707,-0.00043253426981209486,0.0015854262663560802,-0.00450824349096365,-0.007817067867272272,7.32506786880549e-05,2.4202244821935893e-05,0.03941888816660139,0.01107887674110316,0.0032968893436736836,-0.006908610924128879,-0.0031794104456457717,0.004187941693780886,-0.009390599384832967,0,0.45547873941014827
785,-0.016417085909451998,0.0317092428509568,0.00015698633187639645,0.055138274470436954,-0.0009147363239753758,-0.0001095951721072197,0.00535916168581025,0.00023069138165737968,0.01606538830423233,-0.009060577734890102,0.003946085259958636,0.0,0.00018531909176090267,0.008262313156269557,0.0,-0.00010273501859046518,-0.0004421150902635418,0.0,0.0033608454791465192,-0.034561908848854725,-0.00012064039110555313,0.0003048993219999829,-0.001827909504577292,0.005146235703350612,0.00046509958992828614,-0.004069835491045524,0.0017570505260118808,0.005956799427494843,0.006057330238800205,-0.00012205213410197757,-0.009807189113707863,-0.0066412359617334,0.0006282978161470964,0.00021490102531970478,-0.00012527211278211324,0.0005356462433701381,0.013898060391384207,0.003973274539766862,-0.0005342291644501529,-0.007097770385025797,-0.0016361376168788412,-0.0002002873921810533,-0.00469958189609315,-0.00299397482049244,-0.006326088287387392,-0.0006154075072481646,-8.463598787784576e-06,-0.0016080384488759592,0.008534228364314913,0.00036833410173130686,-0.005332783947960706,-0.005088444752100258,6.0747090537915936e-05,3.872359055094421e-05,0.002076254547264398,-0.003485369300151433,0.002675195935626107,0.008597495955855265,-0.0045008965259876275,0.005478346873878763,0.0012887242018950929,0,0.4153417547087092
929,0.05612982891740103,-0.006306945313699543,0.00015104093872650993,0.06158120346402029,-0.000806678968729102,-0.00010595201747491956,-0.0021100050954919423,-0.0007212921134669159,0.026856004531000507,0.02541054006939703,0.0033616511693253413,0.0,0.0016231425936894083,0.010286774196961232,0.0,-4.292969068046659e-05,-0.0005360639494028874,0.0,-0.00017730017818394118,0.019351770352200218,-0.0001798930621589534,0.00035743655076657887,0.00010637963222507097,0.003249622112734869,0.00034248189520440063,-0.0030011485935028757,-0.008201925123939873,0.004455756821007526,0.004304566294231336,-0.00016925352872931398,-0.009192587065990665,-0.0060405949425603464,0.0004711090718774358,0.00050256470014574,-7.829472917364911e-05,0.0005704365987912751,-0.020487489932629614,0.0009094511314106057,-0.0025782162801533557,-0.0055039143102294475,-0.0022211315081221983,-0.00034575673496874517,-0.006445414094760054,-0.0030378781460603933,-0.005723733343002095,-9.589979523298097e-05,-1.4685718342661858e-05,-0.0053253613096967455,-0.002937318627245986,0.0010689566815199215,0.002790168958799768,0.0023814942543594953,6.0747090537915936e-05,8.712807786650956e-05,-0.007272070913513744,-0.0020204624906727986,0.002151891537382653,0.004863363657013906,-0.008599579038946103,-0.00657054511602837,-0.011825216203496892,0,0.45607213599771085
486,-0.02404149530606446,-0.011407519327931367,0.00011534680059412495,-0.07455992419056656,-0.0009387849045742768,-0.0001248011220013723,0.004020323260310761,-8.243220567237586e-05,0.018873508529395622,-0.006609766355713873,0.0026613578455726384,0.0,-0.0007686258950343472,-0.025656119108725763,0.0,-0.00013745242264121772,-0.0004512705811066553,0.0,-0.0006768196640769019,0.015046657872412652,-0.0005423239466472296,0.00036613802447391206,0.00011620632089034189,0.003456034074233685,0.0001705062323162565,-0.005091661392834794,-0.0005172997851150285,0.0037152612446971034,0.006078012693733399,-0.0003605615970445797,-0.00659758752608468,-0.0004763378353686676,0.0002062013861723244,-1.5134959467104636e-05,-0.0001727580069564283,0.0003004864753165748,0.009480646651736606,-1.6626605447527254e-05,0.0005160009167138924,-0.005460004182241391,-0.002412653551364201,-0.0002519152913009748,-0.008564436540691531,-0.0029976003338924783,-0.004588883353080746,-0.00040336253125133225,-8.04067705757916e-06,-0.00023204093065942288,-0.0026956141863956873,-0.0003251039356837282,-0.0028141429831339336,-0.004168644162573401,4.636060621123761e-05,1.554308539198246e-05,-0.012247709033326828,-0.006023753141189445,-0.0010476020273654284,-0.0061531217488936816,-0.008958684982662817,0.0013953068053524475,0.0014767166791716591,0,0.19078016597290837
